0,1,2,3,4,5,6,7,8,9
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Streetcar Named Desire, A (1951)",Touch of Evil (1958),"Great Escape, The (1963)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Guess Who's Coming to Dinner (1967),"Outlaw Josey Wales, The (1976)","Three Billboards Outside Ebbing, Missouri (2017)"
Star Wars: Episode IV - A New Hope (1977),Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),"Shawshank Redemption, The (1994)",Wallace & Gromit: The Best of Aardman Animation (1996),"Godfather, The (1972)",His Girl Friday (1940),Touch of Evil (1958),"Celebration, The (Festen) (1998)",Guess Who's Coming to Dinner (1967),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Notorious (1946),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Day of the Doctor, The (2013)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988)
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Fight Club (1999),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Mary and Max (2009),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Touch of Evil (1958),Yojimbo (1961),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),"Departed, The (2006)"
Ghost in the Shell (Kôkaku kidôtai) (1995),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
Casablanca (1942),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),"Grand Day Out with Wallace and Gromit, A (1989)","Great Escape, The (1963)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Philadelphia Story, The (1940)",Secrets & Lies (1996),Touch of Evil (1958),Life Is Beautiful (La Vita è bella) (1997),Yojimbo (1961),Double Indemnity (1944),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Day of the Doctor, The (2013)"
"Philadelphia Story, The (1940)",His Girl Friday (1940),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Touch of Evil (1958),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Godfather, The (1972)",Rear Window (1954),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),Touch of Evil (1958),High Noon (1952),"Trial, The (Procès, Le) (1962)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Wallace & Gromit: The Best of Aardman Animation (1996),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Paths of Glory (1957),Lawrence of Arabia (1962),"Godfather: Part II, The (1974)",Hamlet (1996),Life Is Beautiful (La Vita è bella) (1997),Yojimbo (1961),Double Indemnity (1944)
Hoop Dreams (1994),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Monty Python and the Holy Grail (1975),Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Touch of Evil (1958),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Double Indemnity (1944),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)"
Hoop Dreams (1994),Wallace & Gromit: The Best of Aardman Animation (1996),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Touch of Evil (1958),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),To Catch a Thief (1955),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),"Grand Day Out with Wallace and Gromit, A (1989)","Boot, Das (Boat, The) (1981)",Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Wallace & Gromit: The Best of Aardman Animation (1996),Casablanca (1942),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Outlaw Josey Wales, The (1976)",Hedwig and the Angry Inch (2000),Adam's Rib (1949),Elite Squad (Tropa de Elite) (2007)
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),Secrets & Lies (1996),"Godfather: Part II, The (1974)",Fight Club (1999),Man Bites Dog (C'est arrivé près de chez vous) (1992),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)","Three Billboards Outside Ebbing, Missouri (2017)"
"Usual Suspects, The (1995)","Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Paths of Glory (1957),"Godfather: Part II, The (1974)",Touch of Evil (1958),Guess Who's Coming to Dinner (1967),There Will Be Blood (2007)
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Paths of Glory (1957),Lawrence of Arabia (1962),Life Is Beautiful (La Vita è bella) (1997),Fight Club (1999),Yojimbo (1961),Guess Who's Coming to Dinner (1967),There Will Be Blood (2007),"Three Billboards Outside Ebbing, Missouri (2017)"
Pulp Fiction (1994),"Shawshank Redemption, The (1994)","Godfather, The (1972)","Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Ran (1985),Fight Club (1999),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Notorious (1946),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Creature Comforts (1989),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Day of the Doctor, The (2013)"
Wallace & Gromit: The Best of Aardman Animation (1996),"Philadelphia Story, The (1940)",Secrets & Lies (1996),Paths of Glory (1957),Brazil (1985),Lawrence of Arabia (1962),"Godfather: Part II, The (1974)",Guess Who's Coming to Dinner (1967),"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Rear Window (1954),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",On the Waterfront (1954),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Wallace & Gromit: The Best of Aardman Animation (1996),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Wallace & Gromit: The Best of Aardman Animation (1996),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Guess Who's Coming to Dinner (1967),Kelly's Heroes (1970),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),Ghost in the Shell (Kôkaku kidôtai) (1995),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
